Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Spain,ESP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.7256,8.972,8.7226,8.4732,8.2238,7.9744,7.725,7.4904,..,..
Spain,ESP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.37327299407857,2.4083041492621,2.62234061320255,2.53633649111861,2.73536317152164,2.82572003160238,2.7885291517876,2.76115827313636,2.61493671130135,..
Spain,ESP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,33.0485611510791,..,..,..,..,28.0791366906475,..,..,..
Spain,ESP,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.78801845772827,5.66093880333453,5.08439835268284,5.03382448723757,5.39341894917394,5.24915787264891,..,..,..,..
Spain,ESP,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,72.7,..,70.9,..,..,..,..
Spain,ESP,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5599.37737439498,5573.40118151359,5409.41133797704,5355.98700558221,..,..,..,..,..,..
Spain,ESP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2689.68433721315,2683.36793480776,2512.10591924568,2464.6412905848,2571.34096211178,..,..,..,..,..
Spain,ESP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.5349622049272,31.45527248111,32.9625774735678,33.4825675913959,33.6265184346551,33.8800904977376,35.1494620296471,35.1471175620162,34.8928157124357,..
Spain,ESP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.34,1.32,1.27,1.32,1.33,1.34,1.31,1.26,..,..
Spain,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,26832032514.651,20848479095.58,47373243838.9586,32943256862.6094,23037070821.4534,44253339407.6723,31565354023.7858,55382572351.9965,14813334469.5347,..
Spain,ESP,Forest area (sq. km),AG.LND.FRST.K2,185465.08,185476.76,185488.44,185500.12,185511.8,185552.4,185593,185635.9,..,..
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1312539279462.36,1422153839840.78,1393490524517.64,..
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.81437345515107,-2.95944130173555,-1.43539425919327,1.38390794267029,3.83517266033846,3.03130132981933,2.97364119053731,2.43004714546871,1.95012689445046,..
Spain,ESP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,30950,29520,29210,29130,28430,27530,27090,29350,30390,..
Spain,ESP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,31310,31470,32220,33400,34900,37380,39670,42080,43560,..
Spain,ESP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1446763629297.07,1380790682517.89,1361813989354.91,1353952700479.99,1320407329196.88,1279827272035.43,1262419206447.04,1373591030507.52,1430766794437.19,..
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1463308449873.9,1471780320471.5,1501976882039.12,1552593080187.63,1620705839877.25,1737496965660.61,1848350351684.3,1969334536924.74,2050707102942.41,..
Spain,ESP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.571875502344,18.435669125855,17.2156950373794,17.9020072508279,18.9962787330989,18.7533218415571,19.4111718466916,20.4668334660587,20.7725591513948,..
Spain,ESP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,6.85251866655878,7.39188516507105,8.11071176439718,6.91487603339177,6.88879466193587,7.80460656480201,7.00258169323641,6.77658670525221,6.86093230207981,..
Spain,ESP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,95,96,96,97,98,97,98,..
Spain,ESP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.2582088303504,29.390097362135,29.033721828239,30.3830421311466,30.586122736848,29.8925339366516,31.5431112166883,32.4257353802104,31.8833489185168,..
Spain,ESP,Income share held by lowest 20%,SI.DST.FRST.20,6,6.1,5.7,5.7,5.8,5.7,6.2,6.2,..,..
Spain,ESP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.0811402539851,21.0346436181201,20.2795516823672,20.0806465676767,20.0869532939244,20.0085290526467,20.0600412956044,20.1231314994258,20.4779670493874,..
Spain,ESP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.0197507478863059,-0.114557740159839,0.398439552805712,-0.223368485312221,0.545556009835707,0.322898793520409,1.2995548323383,1.18814160579386,1.38848432870573,..
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4756097560976,82.4268292682927,83.0780487804878,83.2292682926829,82.8317073170732,83.3292682926829,83.2829268292683,83.4317073170732,..,..
Spain,ESP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,46.1975625200227,47.7489739327216,48.6013941579618,49.90459884606,49.7126115299069,48.7715036679978,51.1612879330412,51.8450240293656,50.631919455945,..
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.33187655521014,1.4236373034985,1.27277066255826,1.25445910412941,1.27082378270029,1.13772803993392,1.23067912465853,1.25607202836816,1.23884447747017,..
Spain,ESP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,111.6945012,107.6536439,106.8785336,108.6115962,109.4186042,110.480234,112.5612499,115.9942148,118.4398,..
Spain,ESP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.7,3.6,3.5,3.4,3.3,3.2,3.2,3.2,3.1,..
Spain,ESP,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,90.06163588,88.86614415,89.14745043,89.00709209,92.3405577,93.37665762,91.93509651,90.19441873,90.8852426,..
Spain,ESP,Net migration,SM.POP.NETM,..,-520442,..,..,..,..,200000,..,..,..
Spain,ESP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1714254523.01136,2093910956.12594,3035756690.39568,3130366132.56347,2673407398.90465,2632183874.91623,3004745214.02339,3355210687.77473,3208020123.21429,..
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,93.5078358806114,93.5068371284061,93.2009456028468,92.9227364506907,92.9526859210545,93.0492629572988,93.2709101549633,93.6697920792501,..,..
Spain,ESP,Population growth (annual %),SP.POP.GROW,0.355338396471428,0.0649259625617232,-0.327669039579687,-0.298951059088036,-0.077588861590047,0.0844301500680736,0.234587922968563,0.437982993728698,0.594469675339612,..
Spain,ESP,"Population, total",SP.POP.TOTL,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47076781,..
Spain,ESP,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,1.1,0.9,1.2,0.8,0.9,1.2,0.7,0.9,..,..
Spain,ESP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,20.8,20.4,22.2,22.1,22.3,21.6,21.5,20.7,..,..
Spain,ESP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
Spain,ESP,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.1532974243164,99.3201065063477,99.2161331176758,100.101898193359,103.359680175781,101.209732055664,100.572547912598,98.5260162353516,..,..
Spain,ESP,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,27.1885680546913,27.9052116644426,28.0399141368861,..
Spain,ESP,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.555648803711,105.240180969238,108.193778991699,107.152038574219,106.363990783691,104.214172363281,102.710289001465,101.989349365234,..,..
Spain,ESP,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00387001037598,1.00144994258881,1.00694000720978,1.00707995891571,1.00452995300293,1.0102299451828,1.01564002037048,1.01686000823975,..,..
Spain,ESP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,120.933250427246,122.837532043457,123.187301635742,123.374870300293,124.960662841797,126.190460205078,126.004501342773,126.179153442383,..,..
Spain,ESP,Statistical Capacity score (Overall average),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Surface area (sq. km),AG.SRF.TOTL.K2,505600,505940,505940,505940,505924,505935,505935.23,505957.289,..,..
Spain,ESP,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,13.7223107291971,14.2212397684517,13.7597086052707,..
Spain,ESP,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,15.1956326397025,14.9740098076054,14.9740098076054,..,..
Spain,ESP,Time required to start a business (days),IC.REG.DURS,29,30,24,14,14,13,13,12.5,12.5,..
Spain,ESP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Urban population growth (annual %),SP.URB.GROW,0.649389460315482,0.355581830036495,-0.0353294857608428,-0.0049415942468664,0.219325482669056,0.382971718642725,0.534737452920241,0.738481167271324,1.01824366836594,..
Switzerland,CHE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.7022,3.503,3.355,3.207,3.059,2.911,2.763,2.6438,..,..
Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.697310795590536,0.658862373776374,0.692951370897264,0.72095624758756,0.64989447953234,0.653441084103578,0.655865322943882,0.650216781999198,0.654732413414656,..
Switzerland,CHE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,4.96163366336634,..,..,..,..,4.29207920792079,..,..,..
Switzerland,CHE,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.69938190672411,4.7336624958218,4.99822136424873,4.3572401259353,4.30703579012643,4.11748982305503,..,..,..,..
Switzerland,CHE,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,72.9,..,..,..,..,..,..,..,..
Switzerland,CHE,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7928.19066988289,7886.09430625342,7807.05881538508,7520.16602494502,..,..,..,..,..,..
Switzerland,CHE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3205.32827089841,3202.83433712303,3304.11543776221,3059.93674902905,2960.07338939119,..,..,..,..,..
Switzerland,CHE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,65.4655013048958,67.0336106036331,71.9249426179144,64.273711403362,62.2161478694188,65.7442509218987,65.0326631771378,66.1294208591906,66.0335384360306,..
Switzerland,CHE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.52,1.52,1.52,1.54,1.54,1.54,1.52,1.52,..,..
Switzerland,CHE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20764483834.5029,39943494321.6384,-24926465856.5785,21003091521.7734,118752400108.647,167027624500.277,142756382245.921,-146999399150.6,37313310481.4208,..
Switzerland,CHE,Forest area (sq. km),AG.LND.FRST.K2,12381.58,12415.96,12450.34,12484.72,12519.1,12553.5,12587.9,12622.3,..,..
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,699579638413.011,668043613696.287,688504173431.454,709182559935.301,679832292004.984,671309197478.183,679950481622.843,705140620046.7,703082435158.864,..
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.69280851305236,1.0060240455055,1.85203981617654,2.44921805580964,1.3333691753042,1.72274067016851,1.79940884956473,2.75055377478878,0.928832411662611,..
Switzerland,CHE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,79720,84880,88740,86560,85670,81850,78920,83730,85500,..
Switzerland,CHE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,56830,59140,61380,62170,65340,65880,65820,71070,73800,..
Switzerland,CHE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,630804411730.568,678772484732.442,717859125822.432,708776894186.436,709548952958.084,685396690037.17,667004504440.917,712902988291.646,733125956485.62,..
Switzerland,CHE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,449676395959.064,472965119284.647,496497257475.75,509076700726.579,541165177198.678,551647727386.178,556311152122.776,605114618933.137,632858959339.377,..
Switzerland,CHE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.7352089396959,24.3853426875689,22.5465630684214,23.2364682576417,23.0674307604544,23.099698275591,23.6988257934508,22.70182540302,22.3373262163822,..
Switzerland,CHE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,25.2855802353538,26.2990541797159,26.9890714440024,26.8888761582183,27.2770616604,27.5131932513884,14.0294063557091,13.3270956066164,12.9139637365242,..
Switzerland,CHE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93,93,93,94,94,94,95,95,95,..
Switzerland,CHE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,57.0306712519296,56.6487538469938,59.871608871822,52.5864049598292,50.5140471333152,54.2279686094869,54.4753675810957,53.9033751026002,53.4049571800645,..
Switzerland,CHE,Income share held by lowest 20%,SI.DST.FRST.20,7.9,8.1,7.9,7.8,7.8,7.6,7.7,7.5,..,..
Switzerland,CHE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.9608123844948,25.6600696821128,25.5325072758307,25.1644678433699,25.1052147778103,25.0016633300293,25.1938991994452,25.0115193308703,25.6040886693895,..
Switzerland,CHE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.34228639640969,-0.174018698674089,0.0252960781583056,-0.625407718309816,-0.626321548608885,-0.604744582224271,-0.574082460826304,0.230767974549167,0.395972011172347,..
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6951219512195,82.6975609756098,82.7975609756098,83.1975609756098,82.8975609756098,83.6024390243903,83.5512195121951,83.7536585365854,..,..
Switzerland,CHE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,63.3293160168339,91.075640501012,98.6720235280659,82.7635975782522,79.8354250574525,85.3597719430356,83.7468338342699,83.7105370501713,84.1670863056462,..
Switzerland,CHE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.710979048894498,0.687404815345762,0.730988424841384,0.650436035326095,0.665028169315469,0.681175019349845,0.680614509620009,0.660145458236953,0.72811418864883,..
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,127.5154446,131.8813583,136.2535853,135.876155,135.5130156,134.1553264,131.1359393,126.5434466,126.0455236,..
Switzerland,CHE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.5,4.4,4.4,4.4,4.3,4.2,4.2,4.1,4,..
Switzerland,CHE,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,103.6055837,103.1233745,101.5339843,102.325645,107.8572424,109.6663602,109.6366246,111.4564831,113.764313,..
Switzerland,CHE,Net migration,SM.POP.NETM,..,397267,..,..,..,..,259999,..,..,..
Switzerland,CHE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2615246749.25133,2420420106.33255,2437063151.98786,2406168040.98435,2516975788.92797,2524093962.73986,2591809297.96896,2550753828.35765,2413307192.29767,..
Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,200.23276647434,202.370204474137,204.710648851098,207.223630934305,209.59585261981,211.897247775143,213.883833978261,215.465192227053,..,..
Switzerland,CHE,Population growth (annual %),SP.POP.GROW,1.11187894263206,1.06181932886789,1.14987975781229,1.22010397343287,1.13833715247736,1.09203117387253,0.933155888738653,0.736633975172522,0.708089212766107,..
Switzerland,CHE,"Population, total",SP.POP.TOTL,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8574832,..
Switzerland,CHE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,0,..,..
Switzerland,CHE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,15.9,14.5,13.8,15.6,14.7,15.5,14.6,16,..,..
Switzerland,CHE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
Switzerland,CHE,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.6571426391602,97.4105072021484,96.8557510375977,95.5764617919922,95.7734680175781,96.8268737792969,97.1586837768555,96.2100830078125,..,..
Switzerland,CHE,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,17.6917802556653,17.6343163792575,17.8109038152946,17.5497018140992,18.1173899758068,17.879670577465,18.5602767250526,18.1860473413681,18.3691501696107,..
Switzerland,CHE,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.113922119141,103.153717041016,103.60147857666,103.487426757813,104.184196472168,104.629112243652,105.19068145752,105.476470947266,..,..
